TransactionID,AccountID,TransactionDate,Amount,TransactionType,PaymentMode,Location,DeviceID,DeviceType,IP_Address,Merchant,FraudFlag,FraudType
T00431,A0011,01-04-2026 15:08,52208,Debit,Wallet,Chennai,D65481,Laptop,10.37.48.30,Myntra,No,Normal
T00432,A0007,22-04-2026 07:30,79578,Debit,UPI,Delhi,D76131,Tablet,10.154.202.189,Myntra,No,Normal
T00433,A0017,06-05-2026 01:37,22364,Credit,NetBanking,Bengaluru,D27290,Android,10.162.221.72,Netflix,No,Normal
T00434,A0034,08-04-2026 10:02,36931,Credit,Wallet,Delhi,D44500,Laptop,10.160.223.84,GooglePay,No,Normal
T00435,A0041,02-05-2026 04:35,83547,Credit,UPI,Mumbai,D29480,Android,10.117.93.18,SteamGames,No,Normal
T00436,A0061,17-04-2026 05:45,15307,Credit,UPI,Bengaluru,D56729,Tablet,10.234.252.57,Paytm,No,Normal
T00437,A0093,10-04-2026 03:22,37339,Debit,Card,Chennai,D76681,Laptop,10.108.2.92,Zomato,No,Normal
T00438,A0054,05-04-2026 07:49,12460,Credit,UPI,Delhi,D99300,Android,10.201.191.54,SteamGames,No,Normal
T00439,A0042,10-04-2026 00:05,86547,Credit,Wallet,Chennai,D45300,Android,10.168.22.231,Casino247,No,Normal
T00440,A0042,07-05-2026 04:13,319434,Debit,Wallet,Pune,D62279,Laptop,10.91.122.204,CryptoX,Yes,Crypto Transaction
T00441,A0012,02-04-2026 06:10,52842,Credit,Card,Pune,D49131,Tablet,10.221.158.67,ForexHub,No,Normal
T00442,A0046,07-04-2026 11:32,58485,Credit,Wallet,Delhi,D83801,Tablet,10.46.216.188,GooglePay,No,Normal
T00443,A0079,12-04-2026 13:40,5400,Credit,Wallet,Chennai,D39390,iPhone,10.253.42.148,Flipkart,No,Normal
T00444,A0060,28-04-2026 02:58,39473,Debit,Card,Chennai,D49375,iPhone,10.218.151.24,GooglePay,No,Normal
T00445,A0071,05-04-2026 01:32,55794,Credit,UPI,Bengaluru,D96619,Laptop,10.181.130.41,CryptoX,No,Normal
T00446,A0099,03-05-2026 00:07,60770,Debit,Card,Kolkata,D61505,Android,10.42.213.152,SteamGames,No,Normal
T00447,A0041,08-05-2026 23:29,59075,Credit,NetBanking,Kolkata,D34535,iPhone,10.94.40.132,SteamGames,No,Normal
T00448,A0087,07-04-2026 13:34,51864,Debit,UPI,Mumbai,D95957,Tablet,10.235.207.249,Amazon,No,Normal
T00449,A0039,10-05-2026 19:23,88587,Credit,NetBanking,Pune,D26395,iPhone,10.7.97.57,SteamGames,No,Normal
T00450,A0003,13-04-2026 00:13,19125,Debit,Wallet,Kolkata,D92058,iPhone,10.44.154.237,SteamGames,No,Normal
T00451,A0019,01-05-2026 13:01,20078,Credit,Wallet,Bengaluru,D12572,Tablet,10.124.103.150,Swiggy,No,Normal
T00452,A0073,26-04-2026 01:21,82729,Credit,Wallet,Kolkata,D74972,Laptop,10.18.249.204,Flipkart,No,Normal
T00453,A0063,03-05-2026 18:46,64050,Debit,UPI,Hyderabad,D12492,Tablet,10.161.32.137,SteamGames,No,Normal
T00454,A0083,27-04-2026 15:07,84796,Credit,Wallet,Chennai,D67177,Android,10.82.147.98,BetZone,No,Normal
T00455,A0061,23-04-2026 14:14,77125,Credit,Wallet,Mumbai,D48455,Tablet,10.213.184.241,Zomato,No,Normal
T00456,A0021,10-05-2026 06:18,11397,Credit,Card,Mumbai,D36146,iPhone,10.251.51.212,AppleStore,No,Normal
T00457,A0064,20-04-2026 07:13,2476,Credit,NetBanking,Delhi,D98726,iPhone,10.89.16.32,Amazon,No,Normal
T00458,A0044,28-04-2026 03:39,73760,Debit,Wallet,Delhi,D54606,Laptop,10.23.136.77,Flipkart,No,Normal
T00459,A0089,03-05-2026 19:42,6708,Credit,Wallet,Kolkata,D24539,Android,10.52.21.53,AppleStore,No,Normal
T00460,A0022,11-05-2026 03:55,20682,Credit,Wallet,Kolkata,D76308,Tablet,10.50.78.186,Myntra,No,Normal
T00461,A0043,09-04-2026 03:54,54593,Debit,Card,Kolkata,D72084,Laptop,10.146.87.43,GooglePay,No,Normal
T00462,A0035,24-04-2026 22:48,82602,Debit,Card,Kolkata,D79422,Tablet,10.116.70.219,Myntra,No,Normal
T00463,A0053,27-04-2026 14:54,89517,Credit,UPI,Bengaluru,D29082,Android,10.35.43.173,ForexHub,No,Normal
T00464,A0041,26-04-2026 05:27,4961,Debit,UPI,Chennai,D96554,Laptop,10.214.205.155,Paytm,No,Normal
T00465,A0093,21-04-2026 11:00,69278,Debit,Wallet,Bengaluru,D94394,iPhone,10.226.176.207,Netflix,No,Normal
T00466,A0100,13-04-2026 09:05,43942,Credit,Card,Hyderabad,D80882,Laptop,10.109.47.159,CryptoX,No,Normal
T00467,A0067,22-04-2026 20:10,70870,Credit,Card,Kolkata,D49838,Tablet,10.56.30.190,Amazon,No,Normal
T00468,A0034,11-05-2026 16:22,85422,Debit,Wallet,Delhi,D85030,Android,10.232.173.120,Amazon,No,Normal
T00469,A0096,08-05-2026 18:45,87331,Debit,NetBanking,Delhi,D47294,iPhone,10.193.126.53,SteamGames,No,Normal
T00470,A0042,04-05-2026 18:12,47452,Credit,UPI,Mumbai,D65796,Tablet,10.41.47.31,ForexHub,No,Normal
T00471,A0055,09-04-2026 15:13,48504,Credit,Wallet,Kolkata,D44562,Tablet,10.216.225.250,Flipkart,No,Normal
T00472,A0094,27-04-2026 05:09,63639,Credit,Card,Chennai,D77264,Android,10.108.233.242,Swiggy,No,Normal
T00473,A0005,11-04-2026 17:23,78952,Credit,UPI,Pune,D58442,Laptop,10.20.78.60,Flipkart,No,Normal
T00474,A0048,20-04-2026 11:19,3767,Debit,Card,Kolkata,D87283,Tablet,10.24.156.145,GooglePay,No,Normal
T00475,A0028,12-04-2026 23:31,71866,Credit,UPI,Kolkata,D15856,Tablet,10.246.158.231,Flipkart,No,Normal
T00476,A0044,25-04-2026 15:53,79491,Debit,Card,Hyderabad,D93422,Tablet,10.230.229.76,Casino247,No,Normal
T00477,A0094,21-04-2026 02:51,81835,Credit,Wallet,Mumbai,D61825,Laptop,10.23.226.142,SteamGames,No,Normal
T00478,A0083,06-04-2026 05:45,82689,Credit,UPI,Chennai,D83315,Android,10.98.27.96,BetZone,No,Normal
T00479,A0097,01-05-2026 16:57,86378,Debit,UPI,Delhi,D36975,iPhone,10.227.43.164,Flipkart,No,Normal
T00480,A0052,08-05-2026 01:31,244638,Debit,NetBanking,Bengaluru,D43708,Android,10.58.50.86,ForexHub,Yes,Rapid Location Change
T00481,A0037,10-04-2026 05:16,20314,Credit,Wallet,Chennai,D32176,Android,10.166.92.13,Flipkart,No,Normal
T00482,A0092,04-04-2026 09:24,18772,Credit,NetBanking,Delhi,D59219,Android,10.26.103.122,Myntra,No,Normal
T00483,A0097,09-05-2026 18:15,66215,Credit,UPI,Delhi,D17947,Laptop,10.237.208.33,CryptoX,No,Normal
T00484,A0062,02-04-2026 13:40,35379,Debit,Card,Kolkata,D82706,iPhone,10.155.208.228,Amazon,No,Normal
T00485,A0011,11-05-2026 16:13,49029,Debit,Card,Hyderabad,D65542,Tablet,10.21.0.237,Swiggy,No,Normal
T00486,A0080,19-04-2026 20:10,63301,Credit,NetBanking,Kolkata,D99128,Tablet,10.179.108.144,Amazon,No,Normal
T00487,A0006,11-04-2026 23:34,39505,Debit,Wallet,Chennai,D26118,iPhone,10.143.221.107,Flipkart,No,Normal
T00488,A0079,03-05-2026 10:56,83352,Credit,Wallet,Delhi,D42234,Laptop,10.174.107.235,Myntra,No,Normal
T00489,A0077,22-04-2026 00:58,84830,Debit,Wallet,Pune,D11255,iPhone,10.211.250.201,Swiggy,No,Normal
T00490,A0069,06-04-2026 20:41,4156,Credit,UPI,Delhi,D59332,Laptop,10.198.90.4,CryptoX,No,Normal
T00491,A0016,30-04-2026 11:59,1327,Debit,UPI,Kolkata,D46848,Laptop,10.98.46.155,GooglePay,No,Normal
T00492,A0092,15-04-2026 07:31,36899,Credit,Card,Pune,D35701,Tablet,10.56.142.252,Amazon,No,Normal
T00493,A0022,06-05-2026 06:42,88203,Debit,UPI,Hyderabad,D26809,Android,10.65.132.116,BetZone,No,Normal
T00494,A0067,18-04-2026 06:54,88932,Credit,Wallet,Pune,D65982,Android,10.165.221.208,Amazon,No,Normal
T00495,A0036,08-04-2026 21:33,47478,Debit,Card,Pune,D46429,Tablet,10.229.161.2,GooglePay,No,Normal
T00496,A0051,13-04-2026 10:05,3425,Debit,Wallet,Pune,D42765,iPhone,10.84.168.159,BetZone,No,Normal
T00497,A0009,11-05-2026 20:06,56716,Debit,NetBanking,Kolkata,D42821,iPhone,10.55.242.122,GooglePay,No,Normal
T00498,A0044,04-04-2026 10:33,9656,Credit,UPI,Chennai,D68517,Android,10.43.31.17,Zomato,No,Normal
T00499,A0049,21-04-2026 22:04,8226,Credit,UPI,Delhi,D90050,Tablet,10.33.52.28,Swiggy,No,Normal
T00500,A0072,04-04-2026 09:54,12660,Credit,Card,Kolkata,D88587,Android,10.232.196.237,Paytm,No,Normal
T00501,A0055,10-05-2026 19:06,88675,Debit,Wallet,Hyderabad,D53017,iPhone,10.55.52.6,SteamGames,No,Normal
T00502,A0077,05-04-2026 18:50,75232,Debit,NetBanking,Delhi,D65182,Tablet,10.227.95.124,Zomato,No,Normal
T00503,A0018,03-04-2026 01:08,57227,Credit,NetBanking,Hyderabad,D80928,iPhone,10.75.240.158,BetZone,No,Normal
T00504,A0078,22-04-2026 09:23,76965,Debit,UPI,Mumbai,D76467,Android,10.216.176.100,CryptoX,No,Normal
T00505,A0026,11-05-2026 06:50,24919,Credit,Wallet,Hyderabad,D53403,Laptop,10.153.214.168,Myntra,No,Normal
T00506,A0021,07-04-2026 14:56,65102,Debit,UPI,Chennai,D39232,iPhone,10.238.109.122,Amazon,No,Normal
T00507,A0062,22-04-2026 23:24,24249,Debit,NetBanking,Pune,D19664,Laptop,10.15.58.72,Paytm,No,Normal
T00508,A0038,29-04-2026 06:40,47274,Debit,UPI,Mumbai,D35929,Laptop,10.89.112.134,ForexHub,No,Normal
T00509,A0093,12-04-2026 10:54,23501,Debit,UPI,Mumbai,D44313,Android,10.10.70.194,Zomato,No,Normal
T00510,A0084,08-04-2026 10:59,59895,Debit,NetBanking,Kolkata,D58804,iPhone,10.222.33.60,Netflix,No,Normal
T00511,A0019,09-04-2026 06:12,49154,Credit,Wallet,Chennai,D42053,Android,10.96.150.76,Paytm,No,Normal
T00512,A0042,16-04-2026 01:40,16675,Credit,Card,Chennai,D20670,Tablet,10.33.85.198,Netflix,No,Normal
T00513,A0097,03-05-2026 11:31,23561,Credit,NetBanking,Hyderabad,D73346,Tablet,10.242.137.205,GooglePay,No,Normal
T00514,A0082,08-05-2026 20:02,26707,Credit,Card,Bengaluru,D38651,Laptop,10.217.193.80,Zomato,No,Normal
T00515,A0048,17-04-2026 17:05,11113,Credit,Wallet,Hyderabad,D56081,iPhone,10.21.238.172,ForexHub,No,Normal
T00516,A0055,29-04-2026 14:27,65313,Credit,NetBanking,Bengaluru,D13239,iPhone,10.226.119.135,Myntra,No,Normal
T00517,A0083,05-04-2026 11:57,65867,Debit,NetBanking,Mumbai,D22898,Android,10.36.184.19,Netflix,No,Normal
T00518,A0070,13-04-2026 10:12,32871,Credit,NetBanking,Mumbai,D89171,iPhone,10.133.4.153,Myntra,No,Normal
T00519,A0037,23-04-2026 12:25,85992,Debit,Wallet,Chennai,D77193,iPhone,10.203.116.116,BetZone,No,Normal
T00520,A0093,14-04-2026 15:14,391907,Debit,NetBanking,Kolkata,D34621,Tablet,10.213.107.224,Casino247,Yes,Rapid Location Change
T00521,A0058,06-05-2026 00:23,16922,Credit,UPI,Bengaluru,D96356,Laptop,10.173.115.214,BetZone,No,Normal
T00522,A0055,26-04-2026 22:34,77033,Debit,UPI,Mumbai,D30144,Laptop,10.200.195.104,Myntra,No,Normal
T00523,A0051,05-04-2026 17:24,14339,Credit,Wallet,Chennai,D49930,Android,10.87.53.90,GooglePay,No,Normal
T00524,A0005,09-05-2026 15:01,9208,Credit,NetBanking,Mumbai,D40544,Laptop,10.35.232.29,Zomato,No,Normal
T00525,A0048,04-05-2026 00:10,53952,Credit,Card,Pune,D26926,Tablet,10.244.35.199,Casino247,No,Normal
T00526,A0027,09-04-2026 06:19,87235,Credit,Card,Hyderabad,D85378,Laptop,10.103.234.141,Casino247,No,Normal
T00527,A0026,01-04-2026 04:28,52428,Debit,NetBanking,Hyderabad,D74350,Tablet,10.236.20.46,Casino247,No,Normal
T00528,A0037,30-04-2026 11:44,39087,Credit,Card,Bengaluru,D42654,iPhone,10.221.234.196,AppleStore,No,Normal
T00529,A0085,12-04-2026 22:36,5823,Debit,Card,Delhi,D92324,Laptop,10.34.111.252,Paytm,No,Normal
T00530,A0053,06-05-2026 03:23,13891,Credit,Wallet,Bengaluru,D31605,Laptop,10.106.22.236,ForexHub,No,Normal
T00531,A0004,05-04-2026 20:44,60642,Credit,NetBanking,Chennai,D62342,iPhone,10.203.19.5,AppleStore,No,Normal
T00532,A0033,08-04-2026 22:58,87956,Credit,Wallet,Bengaluru,D18943,Android,10.124.224.71,Myntra,No,Normal
T00533,A0061,18-04-2026 05:10,79659,Debit,Card,Delhi,D26272,Tablet,10.86.39.5,Amazon,No,Normal
T00534,A0087,18-04-2026 04:28,28499,Debit,Card,Bengaluru,D16259,Android,10.199.157.227,Swiggy,No,Normal
T00535,A0007,09-05-2026 00:03,26542,Debit,NetBanking,Mumbai,D36212,Android,10.8.215.14,Paytm,No,Normal
T00536,A0002,22-04-2026 06:43,29010,Debit,Card,Chennai,D31895,Android,10.212.55.167,Flipkart,No,Normal
T00537,A0042,06-05-2026 20:12,71102,Credit,Wallet,Pune,D40462,iPhone,10.54.182.165,Zomato,No,Normal
T00538,A0023,01-04-2026 12:41,51111,Debit,Wallet,Mumbai,D18652,Laptop,10.188.22.34,Amazon,No,Normal
T00539,A0028,27-04-2026 09:49,13444,Debit,NetBanking,Pune,D88625,Laptop,10.198.68.170,GooglePay,No,Normal
T00540,A0023,11-05-2026 22:20,63293,Debit,NetBanking,Pune,D89761,Tablet,10.195.119.6,SteamGames,No,Normal
T00541,A0030,02-04-2026 19:48,40581,Debit,Wallet,Kolkata,D41922,Android,10.30.70.191,Flipkart,No,Normal
T00542,A0064,19-04-2026 06:09,84253,Debit,Card,Chennai,D88390,Tablet,10.168.68.142,Zomato,No,Normal
T00543,A0041,03-04-2026 16:50,37908,Debit,Card,Kolkata,D53420,Laptop,10.124.105.27,SteamGames,No,Normal
T00544,A0086,16-04-2026 21:44,79800,Credit,NetBanking,Mumbai,D67981,Android,10.33.251.35,Zomato,No,Normal
T00545,A0025,04-04-2026 20:09,12127,Debit,Card,Mumbai,D76509,Android,10.218.239.159,Swiggy,No,Normal
T00546,A0022,13-04-2026 07:27,32732,Credit,NetBanking,Hyderabad,D68755,iPhone,10.139.246.40,BetZone,No,Normal
T00547,A0047,26-04-2026 12:10,55503,Credit,Card,Kolkata,D73176,Android,10.195.218.42,GooglePay,No,Normal
T00548,A0098,20-04-2026 19:34,23129,Credit,Wallet,Bengaluru,D50088,Tablet,10.145.192.246,CryptoX,No,Normal
T00549,A0010,22-04-2026 04:45,20380,Debit,UPI,Pune,D75627,Laptop,10.251.207.212,Zomato,No,Normal
T00550,A0051,24-04-2026 12:31,77210,Debit,Wallet,Pune,D26315,Tablet,10.83.99.223,SteamGames,No,Normal
T00551,A0033,23-04-2026 16:45,48358,Debit,Wallet,Bengaluru,D42347,iPhone,10.244.17.185,SteamGames,No,Normal
T00552,A0081,02-04-2026 22:42,34353,Credit,Card,Delhi,D42429,iPhone,10.6.59.47,Swiggy,No,Normal
T00553,A0083,25-04-2026 12:45,68065,Debit,Wallet,Mumbai,D65950,Laptop,10.154.195.157,Flipkart,No,Normal
T00554,A0094,27-04-2026 23:55,83485,Credit,Card,Delhi,D37462,Tablet,10.157.3.86,Flipkart,No,Normal
T00555,A0063,01-04-2026 03:04,54867,Credit,NetBanking,Chennai,D66485,iPhone,10.90.191.95,AppleStore,No,Normal
T00556,A0091,09-04-2026 06:31,14549,Credit,Card,Mumbai,D36337,Android,10.93.98.132,CryptoX,No,Normal
T00557,A0053,29-04-2026 20:58,83518,Debit,UPI,Delhi,D21233,Tablet,10.63.141.32,Flipkart,No,Normal
T00558,A0044,02-04-2026 18:15,88285,Debit,UPI,Pune,D44875,Android,10.21.49.108,GooglePay,No,Normal
T00559,A0067,01-04-2026 12:38,34943,Credit,Wallet,Kolkata,D54175,Tablet,10.172.189.175,ForexHub,No,Normal
T00560,A0041,16-04-2026 11:42,336661,Debit,UPI,Bengaluru,D62665,iPhone,10.13.62.143,Casino247,Yes,High Amount
T00561,A0090,16-04-2026 11:28,86460,Credit,Wallet,Chennai,D34633,Android,10.164.8.184,SteamGames,No,Normal
T00562,A0006,21-04-2026 21:28,63609,Credit,UPI,Delhi,D66087,Tablet,10.51.197.150,BetZone,No,Normal
T00563,A0078,13-04-2026 22:09,75059,Debit,Card,Bengaluru,D21415,Laptop,10.239.86.228,CryptoX,No,Normal
T00564,A0015,01-05-2026 21:34,27840,Debit,UPI,Pune,D67002,Android,10.82.167.196,Zomato,No,Normal
T00565,A0099,18-04-2026 07:46,62529,Debit,Card,Hyderabad,D93040,Tablet,10.46.170.114,SteamGames,No,Normal
T00566,A0074,09-05-2026 02:41,50123,Credit,Card,Mumbai,D43959,Android,10.148.44.57,Paytm,No,Normal
T00567,A0012,22-04-2026 23:37,15318,Credit,Card,Kolkata,D51074,Tablet,10.0.159.31,Zomato,No,Normal
T00568,A0076,05-05-2026 06:54,41996,Credit,Card,Hyderabad,D96998,iPhone,10.54.202.4,Paytm,No,Normal
T00569,A0069,30-04-2026 10:09,28792,Credit,Wallet,Mumbai,D88835,Laptop,10.74.17.163,Netflix,No,Normal
T00570,A0040,03-05-2026 22:07,75331,Credit,Card,Bengaluru,D48206,Tablet,10.30.170.78,Casino247,No,Normal
T00571,A0092,14-04-2026 23:59,6989,Debit,Wallet,Chennai,D61355,Laptop,10.81.11.200,Zomato,No,Normal
T00572,A0044,28-04-2026 21:30,51396,Credit,UPI,Hyderabad,D47098,Laptop,10.99.201.49,ForexHub,No,Normal
T00573,A0017,21-04-2026 18:55,39955,Credit,Card,Hyderabad,D28030,Tablet,10.247.149.74,Amazon,No,Normal
T00574,A0027,14-04-2026 23:12,1297,Credit,UPI,Chennai,D29346,Tablet,10.218.86.28,SteamGames,No,Normal
T00575,A0013,23-04-2026 15:11,67659,Credit,Wallet,Mumbai,D92178,Tablet,10.125.17.60,Flipkart,No,Normal
T00576,A0031,26-04-2026 15:19,22708,Credit,UPI,Kolkata,D70774,Tablet,10.140.227.188,BetZone,No,Normal
T00577,A0002,08-04-2026 03:05,84170,Debit,UPI,Hyderabad,D85101,Tablet,10.140.48.92,GooglePay,No,Normal
T00578,A0050,01-05-2026 20:44,74997,Debit,UPI,Delhi,D18322,iPhone,10.207.10.201,Netflix,No,Normal
T00579,A0072,05-05-2026 16:31,76740,Debit,Card,Chennai,D25378,iPhone,10.92.2.228,CryptoX,No,Normal
T00580,A0041,08-04-2026 01:08,85642,Debit,UPI,Hyderabad,D43654,Android,10.43.63.152,Zomato,No,Normal
T00581,A0047,05-05-2026 05:27,32650,Credit,UPI,Hyderabad,D48456,Tablet,10.71.251.160,Amazon,No,Normal
T00582,A0067,23-04-2026 19:34,13077,Debit,Card,Pune,D34651,iPhone,10.153.110.68,Zomato,No,Normal
T00583,A0078,06-05-2026 06:37,16941,Credit,UPI,Hyderabad,D43419,Laptop,10.195.83.204,Netflix,No,Normal
T00584,A0059,06-04-2026 08:43,18875,Debit,UPI,Chennai,D45310,iPhone,10.190.83.214,AppleStore,No,Normal
T00585,A0020,21-04-2026 13:24,32540,Debit,NetBanking,Pune,D79660,Android,10.208.33.168,BetZone,No,Normal
T00586,A0082,06-04-2026 11:58,35915,Debit,Card,Delhi,D11292,Android,10.193.113.193,ForexHub,No,Normal
T00587,A0014,08-04-2026 05:33,77278,Credit,UPI,Hyderabad,D55731,Laptop,10.138.50.24,Netflix,No,Normal
T00588,A0022,21-04-2026 12:11,88942,Credit,Wallet,Hyderabad,D26721,Laptop,10.4.79.64,ForexHub,No,Normal
T00589,A0019,25-04-2026 18:47,83880,Credit,Card,Chennai,D89783,Tablet,10.234.93.224,Amazon,No,Normal
T00590,A0046,30-04-2026 16:18,68335,Debit,NetBanking,Chennai,D21395,Laptop,10.208.160.46,Paytm,No,Normal
T00591,A0082,06-04-2026 02:46,21741,Debit,UPI,Chennai,D47467,Tablet,10.5.217.69,Flipkart,No,Normal
T00592,A0062,02-05-2026 16:43,16443,Credit,UPI,Hyderabad,D34927,Android,10.217.176.125,CryptoX,No,Normal
T00593,A0095,04-05-2026 21:38,58905,Debit,Card,Mumbai,D19846,Laptop,10.68.180.26,BetZone,No,Normal
T00594,A0055,02-05-2026 12:10,44396,Debit,UPI,Delhi,D49213,Tablet,10.150.135.109,Flipkart,No,Normal
T00595,A0001,11-05-2026 18:25,84375,Debit,Wallet,Hyderabad,D73998,Android,10.182.3.235,Netflix,No,Normal
T00596,A0043,20-04-2026 11:06,24500,Credit,NetBanking,Pune,D23282,Tablet,10.251.101.43,Myntra,No,Normal
T00597,A0068,03-05-2026 04:26,1005,Debit,NetBanking,Mumbai,D71695,Tablet,10.191.153.186,GooglePay,No,Normal
T00598,A0055,12-04-2026 17:51,57584,Credit,Card,Mumbai,D56365,Tablet,10.2.183.101,Flipkart,No,Normal
T00599,A0015,13-04-2026 09:02,55288,Credit,UPI,Mumbai,D97320,iPhone,10.245.136.60,Paytm,No,Normal
T00600,A0054,02-05-2026 17:31,359650,Debit,UPI,Pune,D12772,iPhone,10.79.176.6,ForexHub,Yes,Crypto Transaction
T00601,A0099,16-04-2026 01:43,56417,Debit,Wallet,Bengaluru,D47940,Laptop,10.248.42.219,Myntra,No,Normal
T00602,A0032,10-05-2026 04:46,32798,Credit,UPI,Kolkata,D44541,iPhone,10.219.101.242,Swiggy,No,Normal
T00603,A0091,07-04-2026 22:46,23848,Debit,Card,Mumbai,D25789,iPhone,10.205.19.140,BetZone,No,Normal
T00604,A0025,10-04-2026 13:01,12019,Debit,Wallet,Bengaluru,D78809,Laptop,10.118.113.172,Zomato,No,Normal
T00605,A0055,01-05-2026 01:32,6870,Credit,UPI,Delhi,D57654,Laptop,10.179.214.126,SteamGames,No,Normal
T00606,A0041,04-04-2026 05:02,86663,Credit,Card,Delhi,D71873,Laptop,10.51.220.94,Amazon,No,Normal
T00607,A0033,02-05-2026 11:21,12799,Debit,Card,Delhi,D57260,Laptop,10.190.121.141,Flipkart,No,Normal
T00608,A0027,08-05-2026 12:05,17202,Debit,UPI,Hyderabad,D95767,iPhone,10.98.228.50,Flipkart,No,Normal
T00609,A0010,05-05-2026 19:21,62254,Debit,Card,Pune,D26755,iPhone,10.214.129.177,AppleStore,No,Normal
T00610,A0047,29-04-2026 20:45,8974,Credit,Wallet,Hyderabad,D76043,Android,10.85.140.66,Paytm,No,Normal
T00611,A0038,03-04-2026 18:03,25028,Credit,Wallet,Chennai,D79791,Android,10.84.224.196,AppleStore,No,Normal
T00612,A0072,25-04-2026 12:38,24225,Debit,Card,Hyderabad,D38548,Android,10.233.132.155,Zomato,No,Normal
T00613,A0029,19-04-2026 22:17,22527,Debit,UPI,Hyderabad,D41223,Laptop,10.20.75.142,Flipkart,No,Normal
T00614,A0018,18-04-2026 01:41,27621,Debit,UPI,Chennai,D55542,Laptop,10.166.42.135,Casino247,No,Normal
T00615,A0093,09-04-2026 13:57,42650,Debit,UPI,Kolkata,D56593,iPhone,10.143.90.131,Netflix,No,Normal
T00616,A0003,05-05-2026 21:55,76549,Debit,Wallet,Chennai,D43730,iPhone,10.226.112.166,ForexHub,No,Normal
T00617,A0035,14-04-2026 18:40,51934,Debit,Wallet,Mumbai,D66872,Laptop,10.75.245.47,Casino247,No,Normal
T00618,A0064,12-04-2026 14:11,23183,Debit,Wallet,Chennai,D33646,Laptop,10.10.158.83,Casino247,No,Normal
T00619,A0023,26-04-2026 21:38,18911,Debit,Wallet,Mumbai,D69640,Tablet,10.51.70.6,Flipkart,No,Normal
T00620,A0078,07-04-2026 12:24,1876,Debit,Card,Mumbai,D20957,Laptop,10.73.6.4,Flipkart,No,Normal
T00621,A0014,05-05-2026 23:52,11236,Debit,Card,Bengaluru,D83774,Tablet,10.83.157.169,Casino247,No,Normal
T00622,A0062,10-04-2026 07:03,35156,Debit,UPI,Kolkata,D15836,Android,10.151.52.212,AppleStore,No,Normal
T00623,A0019,01-04-2026 07:01,50612,Debit,NetBanking,Chennai,D47597,iPhone,10.196.57.251,Paytm,No,Normal
T00624,A0022,08-04-2026 07:06,10099,Credit,UPI,Delhi,D21115,Android,10.77.91.219,Myntra,No,Normal
T00625,A0068,22-04-2026 19:11,19789,Credit,NetBanking,Delhi,D23621,Laptop,10.255.188.135,Paytm,No,Normal
T00626,A0092,05-04-2026 00:55,86064,Debit,NetBanking,Mumbai,D61196,Tablet,10.244.34.57,Swiggy,No,Normal
T00627,A0074,28-04-2026 23:17,42443,Debit,Card,Kolkata,D60465,Laptop,10.163.253.217,Flipkart,No,Normal
T00628,A0062,27-04-2026 19:50,18216,Debit,Wallet,Bengaluru,D82002,Tablet,10.252.117.196,Myntra,No,Normal
T00629,A0011,08-05-2026 22:26,28848,Debit,Card,Delhi,D10375,iPhone,10.8.185.242,BetZone,No,Normal
T00630,A0018,08-04-2026 01:58,18364,Credit,Wallet,Mumbai,D82286,Tablet,10.124.107.114,Myntra,No,Normal
T00631,A0008,09-04-2026 03:44,49574,Debit,Wallet,Delhi,D17088,Android,10.37.244.80,Swiggy,No,Normal
T00632,A0004,10-04-2026 11:09,10201,Debit,Wallet,Mumbai,D33910,Tablet,10.71.153.240,Zomato,No,Normal
T00633,A0053,22-04-2026 14:50,1831,Credit,UPI,Mumbai,D17864,Android,10.88.82.5,AppleStore,No,Normal
T00634,A0051,28-04-2026 21:56,33923,Credit,Card,Bengaluru,D30552,Laptop,10.47.193.64,CryptoX,No,Normal
T00635,A0096,14-04-2026 12:39,51518,Debit,UPI,Kolkata,D71398,Tablet,10.160.207.194,Zomato,No,Normal
T00636,A0022,04-04-2026 11:41,35478,Debit,UPI,Pune,D57540,Laptop,10.14.122.144,Zomato,No,Normal
T00637,A0021,05-05-2026 03:04,1538,Credit,Card,Hyderabad,D36440,Android,10.123.137.43,BetZone,No,Normal
T00638,A0073,07-05-2026 01:36,6087,Debit,NetBanking,Pune,D50449,Android,10.182.144.203,GooglePay,No,Normal
T00639,A0065,13-04-2026 10:48,46740,Debit,UPI,Delhi,D63383,Android,10.76.12.195,AppleStore,No,Normal
T00640,A0062,08-05-2026 01:18,191289,Debit,Card,Kolkata,D99320,iPhone,10.82.174.229,CryptoX,Yes,Rapid Location Change
T00641,A0017,22-04-2026 09:23,56579,Debit,Wallet,Mumbai,D37370,Android,10.78.254.49,Casino247,No,Normal
T00642,A0002,10-04-2026 09:35,11525,Credit,UPI,Bengaluru,D51119,iPhone,10.151.82.34,ForexHub,No,Normal
T00643,A0036,07-05-2026 11:22,23586,Credit,NetBanking,Bengaluru,D43557,Tablet,10.71.63.249,Flipkart,No,Normal
T00644,A0006,24-04-2026 09:25,81323,Debit,Wallet,Delhi,D77171,Laptop,10.191.42.211,Casino247,No,Normal
T00645,A0065,29-04-2026 08:56,5693,Debit,Card,Chennai,D83505,Android,10.79.53.148,SteamGames,No,Normal
T00646,A0049,11-04-2026 18:25,29335,Credit,Wallet,Chennai,D22255,Laptop,10.238.239.238,Flipkart,No,Normal
